Fecha,Sociedad,Clase,Moneda,Monto_emision,Regimen,TNA_inicial,Plazo_meses,MONTO_ARS_EMISION_MILLONES,SECTOR
2025-02-27,PSA Finance Argentina Compañía Financiera S.A.,Serie 31,UVA,2590901,General,0.0800,24.3,3534.0000,FINANCIERO
2025-02-27,PSA Finance Argentina Compañía Financiera S.A.,Serie 32,ARS,19813161044,General,0.3276,12.2,19813.1610,FINANCIERO
2025-02-27,PSA Finance Argentina Compañía Financiera S.A.,Serie 33,ARS,6650000000,General,0.0250,6.0,6650.0000,FINANCIERO
2025-03-05,Vista Energy Argentina S.A.U.,Clase XXVIII,USD,92413570,General,0.0750,60.9,98363.0000,ENERGIA
2025-03-05,Compañía General de Combustibles S.A.,Clase 37,USD,27630742,General,0.0700,24.3,29410.0000,ENERGIA
2025-03-06,Banco Supervielle S.A.,Clase M,ARS,30580000000,General,0.3256,12.2,30580.0000,FINANCIERO
2025-03-06,Banco Comafi S.A.,Clase XI,ARS,22175000000,General,0.3266,12.2,22175.0000,FINANCIERO
2025-03-06,Banco Comafi S.A.,Clase XII,ARS,5222222222,General,0.0270,12.2,5222.2222,FINANCIERO
2025-03-06,Pan American Energy SL Sucursal Argentina,Clase 39,ARS,55000000000,General,0.3196,12.1,55000.0000,ENERGIA
2025-03-06,Pecom Servicios Energía S.A.U.,Clase I,USD,29887257,General,0.0790,48.7,31819.0000,MINERIA
2025-03-07,Banco Columbia S.A.,Clase 3,ARS,11877777777,General,0.3487,12.2,11877.7778,FINANCIERO
2025-03-07,Sion S.A.,Serie XV Clase A,ARS,2200000000,PyME,0.3588,12.2,2200.0000,SERVICIOS_NO_FINANCIEROS
2025-03-07,Banco de Galicia y Buenos Aires S.A.U.,Clase XXIII,USD,69886996,General,0.0475,8.8,74502.0000,FINANCIERO
2025-03-10,Banco de Valores S.A.,Clase 1,USD,30000000,General,0.0750,24.3,31990.0000,FINANCIERO
2025-03-10,Banco Industrial S.A.,Clase 1,USD,37256314,General,0.0475,6.0,39728.0000,FINANCIERO
2025-03-11,Ruta 3 Automotores S.A.,Clase III,ARS,1600000000,PyME_Garantizada,0.3382,24.3,1600.0000,COMERCIO
2025-03-17,Vitalcan S.A.,Serie I Clase A,USD,2535459,PyME,0.0950,18.3,2710.0000,INDUSTRIA
2025-03-17,Vitalcan S.A.,Serie I Clase B,Dolar_Linked,1863157,PyME,0.1100,18.3,1992.0000,INDUSTRIA
2025-03-18,Biamaq S.R.L.,Serie I Clase A,ARS,150000000,PyME_Garantizada,0.3825,24.3,150.0000,COMERCIO
2025-03-18,Biamaq S.R.L.,Serie I Clase B,ARS,150000000,PyME_Garantizada,0.3925,60.9,150.0000,COMERCIO
2025-03-25,IRSA Inversiones y Representaciones S.A.,Clase XXIV Canje Participación Anticipada,USD,57794825,General,0.0800,121.7,61932.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2025-03-25,IRSA Inversiones y Representaciones S.A.,Clase XXIV New Money,USD,242205175,General,0.0800,121.7,259542.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2025-03-27,Depósito Fiscal Córdoba S.A.,Serie I,ARS,200000000,PyME_Garantizada,0.3750,24.3,200.0000,SERVICIOS_NO_FINANCIEROS
